Student_ID,Student_Name,Age,Education_Level,Course,Semester,Registered_Subjects,Learning_Goal
S08600,Brian Webb,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Certification Prep
S08601,Kaitlyn Parker MD,20,Undergraduate,BSc Science,Semester 5,Physics; Chemistry; Mathematics; Botany; Zoology,Exam Preparation
S08602,Patrick Barnes,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S08603,Jorge Tyler,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S08604,James Ray,25,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Exam Preparation
S08605,George Harding,18,Undergraduate,BTech Artificial Intelligence,Semester 6,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Skill Building
S08606,Olivia Carpenter,18,Undergraduate,BTech Computer Science,Semester 6,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Competitive Exam Prep
S08607,Deanna Jennings,19,Undergraduate,BCom,Semester 4,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Research Preparation
S08608,Hannah Butler,18,Undergraduate,MBBS,Year 4,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Certification Prep
S08609,Jamie Lawrence,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Skill Building
S08610,Tammy Finley,22,Postgraduate,MSc,Semester 4,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,Concept Mastery
S08611,Jennifer Robinson,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S08612,Jason Kelley,24,Postgraduate,MSc,Semester 1,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,College Admission Prep
S08613,Randall Ramos,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S08614,Jesus Carlson,19,Diploma,Diploma in Mechanical Engineering,Semester 2,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Concept Mastery
S08615,Peter Harris,22,Undergraduate,BBA,Semester 4,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Exam Preparation
S08616,Samantha Thomas,20,Undergraduate,BCom,Semester 3,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,College Admission Prep
S08617,John White,28,Postgraduate,MSc,Semester 2,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,Certification Prep
S08618,Olivia Wallace,20,Undergraduate,BCom,Semester 5,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Certification Prep
S08619,Angela Potts,21,Undergraduate,BTech Artificial Intelligence,Semester 8,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Grade Improvement
S08620,Virginia Martinez,15,Diploma,Diploma in Civil Engineering,Semester 1,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Competitive Exam Prep
S08621,Jennifer Lopez,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Revision & Practice
S08622,Jennifer Rasmussen,16,Diploma,Diploma in Electronics Engineering,Semester 2,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Revision & Practice
S08623,Carol Harris,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S08624,Michael Parsons,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S08625,Charles Jensen,18,Undergraduate,BTech Electronics,Semester 1,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Research Preparation
S08626,Darlene Gray,18,Diploma,Diploma in Mechanical Engineering,Semester 3,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Career Growth
S08627,Robin Preston,23,Postgraduate,MTech Artificial Intelligence,Semester 4,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Concept Mastery
S08628,Tiffany Gray,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S08629,Mrs. Cristina Stark,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Revision & Practice
S08630,Gregg Anderson,23,Undergraduate,BTech Civil Engineering,Semester 5,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Exam Preparation
S08631,Joshua Myers,19,Undergraduate,BCom,Semester 5,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Exam Preparation
S08632,Linda Davis,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S08633,Dana Baldwin,30,Postgraduate,MBA,Semester 1,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,Career Growth
S08634,Richard Hensley,21,Undergraduate,BSc Science,Semester 2,Physics; Chemistry; Mathematics; Botany; Zoology,Skill Building
S08635,Joseph Clayton,28,Postgraduate,MTech Computer Science,Semester 2,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Certification Prep
S08636,Joseph Chan,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Skill Building
S08637,Brian Nixon,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S08638,Pamela Meyer,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
S08639,Christopher Bell,18,Undergraduate,BCom,Semester 2,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Certification Prep
S08640,Charles Pham,17,Diploma,Diploma in Computer Science,Semester 5,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Exam Preparation
S08641,William Ortiz,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S08642,Tracy Diaz PhD,21,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Competitive Exam Prep
S08643,Scott Bean,16,Diploma,Diploma in Electronics Engineering,Semester 6,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Competitive Exam Prep
S08644,Marcia Griffin,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S08645,Michael Williams,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Competitive Exam Prep
S08646,Tiffany Jackson,21,Undergraduate,BSc Science,Semester 5,Physics; Chemistry; Mathematics; Botany; Zoology,Concept Mastery
S08647,Benjamin Castillo,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Certification Prep
S08648,Anna Novak,19,Undergraduate,MBBS,Year 2,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Certification Prep
S08649,Kristin Brandt,18,Undergraduate,BTech Electronics,Semester 2,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Competitive Exam Prep
S08650,Tiffany Rowe,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S08651,Kimberly Kennedy,21,Undergraduate,BTech Artificial Intelligence,Semester 7,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Exam Preparation
S08652,Karen Gillespie,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S08653,Christina Salinas,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S08654,Robert Shaffer,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S08655,Rebecca Thompson,22,Postgraduate,MSc,Semester 4,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,Competitive Exam Prep
S08656,Kara Estrada,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S08657,Eric Simmons,18,Undergraduate,BBA,Semester 4,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Concept Mastery
S08658,Philip Weaver,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S08659,Kaitlin Smith,21,Undergraduate,BTech Mechanical Engineering,Semester 3,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,College Admission Prep
S08660,Andrew Rose,22,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Grade Improvement
S08661,Michael Hernandez,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S08662,Michael Cross,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S08663,April Cummings,25,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Grade Improvement
S08664,Edward Valentine Jr.,25,Postgraduate,MSc,Semester 3,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,Certification Prep
S08665,Jonathan Taylor,16,Diploma,Diploma in Civil Engineering,Semester 6,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,College Admission Prep
S08666,Andrea Oneill,18,Diploma,Diploma in Civil Engineering,Semester 6,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Concept Mastery
S08667,Jason Baxter,20,Undergraduate,BSc Science,Semester 1,Physics; Chemistry; Mathematics; Botany; Zoology,Certification Prep
S08668,Patrick Chan,16,Diploma,Diploma in Electronics Engineering,Semester 2,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Certification Prep
S08669,Jared Becker,20,Undergraduate,BBA,Semester 1,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Grade Improvement
S08670,Donald Bryan,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S08671,Nathan Brown,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S08672,Pamela Carter,16,Diploma,Diploma in Civil Engineering,Semester 4,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Grade Improvement
S08673,Teresa Lopez,26,Postgraduate,MTech Artificial Intelligence,Semester 4,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Grade Improvement
S08674,Walter Romero,18,Undergraduate,BTech Civil Engineering,Semester 2,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Revision & Practice
S08675,Steven Barker II,19,Undergraduate,BTech Mechanical Engineering,Semester 1,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Competitive Exam Prep
S08676,Maria Simmons,22,Postgraduate,MTech Computer Science,Semester 3,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Career Growth
S08677,Sharon Rogers,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S08678,Brittany Taylor,19,Diploma,Diploma in Civil Engineering,Semester 6,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Certification Prep
S08679,Mr. Matthew Peterson,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Revision & Practice
S08680,Lisa Stevens,21,Undergraduate,BTech Artificial Intelligence,Semester 8,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Competitive Exam Prep
S08681,Andrew Rodriguez,20,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Revision & Practice
S08682,Lee Boone,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S08683,Mr. Luis Bell,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S08684,Amber Allison,23,Undergraduate,BTech Computer Science,Semester 6,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Concept Mastery
S08685,Nathaniel Gomez,19,Diploma,Diploma in Electronics Engineering,Semester 3,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Concept Mastery
S08686,Michael Montes,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S08687,Aaron Adams,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S08688,Christina Woods,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S08689,Christopher Blankenship,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Revision & Practice
S08690,Vincent Welch,28,Postgraduate,MD,Year 1,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,Concept Mastery
S08691,Frank Martinez,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S08692,Daniel Munoz,20,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Skill Building
S08693,Douglas Martin,18,Undergraduate,BSc Science,Semester 6,Physics; Chemistry; Mathematics; Botany; Zoology,Grade Improvement
